Data;precipitacao;velocidademediavento;niveljuseclusa;nivelstaizabel;nivelstavitoria;nivelmoneclusa
04/06/1980;0;null;0,9;1,7;1,36;0,99
05/06/1980;0;null;0,9;1,52;1,48;0,96
06/06/1980;0;null;0,82;1,57;1,47;0,9
07/06/1980;0;null;0,84;1,52;1,51;0,89
08/06/1980;0;4,233333;0,79;1,39;1,66;0,84
09/06/1980;0;null;0,7;1,53;1,51;0,79
10/06/1980;2;null;0,84;1,59;1,5;0,9
11/06/1980;12;null;0,86;1,67;1,48;0,93
12/06/1980;5,3;null;0,82;1,58;1,6;0,89
13/06/1980;17;null;0,47;1,96;1,46;0,62
14/06/1980;1;null;0,87;1,89;1,5;0,99
15/06/1980;0;null;0,94;1,8;1,7;1,04
16/06/1980;0;null;0,91;1,81;1,8;1,02
17/06/1980;0;null;0,89;1,88;1,79;1
18/06/1980;0;null;0,9;1,9;1,83;1
19/06/1980;12,8;null;1,02;2,29;1,55;1,13
20/06/1980;0;null;1,09;1,97;1,88;1,16
21/06/1980;0;2;0,92;1,91;1,94;1
22/06/1980;0;null;0,82;1,97;1,93;0,93
23/06/1980;0;null;0,89;1,87;2,01;0,98
24/06/1980;0;null;0,9;1,82;2,04;0,99
25/06/1980;2,5;null;0,8;2,2;1,78;0,91
26/06/1980;0;null;0,8;2,17;1,84;0,91
27/06/1980;0,2;null;0,9;2;1,99;0,99
28/06/1980;0;null;0,84;1,83;2,16;0,92
29/06/1980;0;null;0,78;2;1,96;0,88
30/06/1980;29,2;null;0,97;2,29;1,8;1,04
01/07/1980;7,2;null;0,92;2,27;1,92;1,04
02/07/1980;0;null;0,92;2,29;1,91;1,06
03/07/1980;0;null;0,97;2,25;2,01;1,09
04/07/1980;0;null;1,02;2,19;2,09;1,12
05/07/1980;0;null;1;2,19;2,12;1,1
06/07/1980;3;null;1,02;2,19;2,21;1,14
07/07/1980;1,6;4,066667;0,95;2,13;2,24;1,05
08/07/1980;21,4;null;0,91;2,3;2,25;1,02
09/07/1980;20;5,633333;0,88;2,46;2,25;1
10/07/1980;0;null;1;2,35;2,24;1,12
11/07/1980;0;null;0,97;2,32;2,33;1,1
12/07/1980;0;null;1;2,39;2,32;1,11
13/07/1980;0;null;1,01;2,34;2,45;1,11
14/07/1980;25,6;null;0,91;2,81;2,06;1,07
15/07/1980;0;null;1,04;2,53;2,31;1,17
16/07/1980;0;null;1,07;2,37;2,51;1,2
17/07/1980;0;null;1,01;2,5;2,39;1,16
18/07/1980;0;null;1,05;2,43;2,45;1,17
19/07/1980;0;null;1,06;2,41;2,48;1,15
20/07/1980;13,4;null;1,02;2,59;2,38;1,16
21/07/1980;45,4;null;1,09;2,54;2,45;1,21
22/07/1980;0;5,233333;1,18;2,61;2,46;1,28
23/07/1980;0;null;1,27;2,57;2,45;1,42
24/07/1980;0;4,666667;1,29;2,46;2,61;1,44
25/07/1980;0;3,533333;1,24;2,52;2,5;1,35
26/07/1980;0,6;6;1,14;2,42;2,55;1,25
27/07/1980;3,2;5;1;2,66;2,39;1,16
28/07/1980;0;6,833333;1,15;2,41;2,58;1,26
29/07/1980;13;null;1,16;2,69;2,35;1,26
30/07/1980;0;null;1,16;2,7;2,31;1,27
31/07/1980;0;null;1,15;2,58;2,43;1,27
01/08/1980;0;null;1,21;2,49;2,49;1,32
02/08/1980;0;null;1,2;2,48;2,45;1,3
03/08/1980;0;null;1,25;2,36;2,58;1,33
04/08/1980;0;null;1,16;2,48;2,47;1,25
05/08/1980;6,6;null;1,12;2,54;2,46;1,22
06/08/1980;14,6;null;1,16;2,59;2,51;1,26
07/08/1980;4,8;null;1,13;2,62;2,57;1,24
08/08/1980;0;null;1,15;2,63;2,64;1,26
09/08/1980;0;null;1,18;2,66;2,66;1,29
10/08/1980;0;null;1,16;2,71;2,69;1,28
11/08/1980;0;null;1,12;2,83;2,63;1,25
12/08/1980;0;null;1,2;2,78;2,74;1,3
13/08/1980;0;null;1,2;2,82;2,74;1,33
14/08/1980;0;3,133333;1,15;2,78;2,82;1,26
15/08/1980;0;null;1,16;2,79;2,8;1,27
16/08/1980;0;null;1,14;2,79;2,77;1,26
17/08/1980;0,4;null;1,17;2,94;2,63;1,27
18/08/1980;0;null;1,16;2,81;2,76;1,28
19/08/1980;0,4;null;1,13;2,88;2,66;1,26
20/08/1980;0;3,366667;1,13;2,79;2,76;1,26
21/08/1980;0;2,633333;1,11;2,78;2,76;1,24
22/08/1980;7;null;1,05;3,1;2,4;1,2
23/08/1980;0;null;1,12;2,82;2,69;1,25
24/08/1980;0;null;1,13;2,74;2,72;1,25
25/08/1980;0;null;1,14;2,77;2,65;1,27
26/08/1980;0;null;1,16;3,02;2,36;1,29
27/08/1980;0;null;1,19;2,75;2,66;1,3
28/08/1980;0;5,566667;1,18;2,59;2,75;1,31
29/08/1980;0;null;1,25;2,6;2,72;1,35
30/08/1980;0;3,033333;1,2;2,62;2,66;1,31
31/08/1980;0;null;1,2;2,68;2,57;1,3
01/09/1980;0;null;1,14;2,69;2,57;1,25
02/09/1980;0;null;1,12;2,64;2,57;1,23
03/09/1980;0;null;1,05;2,77;2,46;1,2
04/09/1980;0;null;1;2,99;2,22;1,14
05/09/1980;0;null;1,21;2,59;2,53;1,31
06/09/1980;0;3,466667;1,13;2,57;2,48;1,23
07/09/1980;0;4,633333;1,13;2,44;2,58;1,23
08/09/1980;0;4,566667;1,04;2,65;2,3;1,15
09/09/1980;17,2;null;1,04;2,7;2,23;1,16
10/09/1980;0;null;1,05;2,48;2,49;1,18
11/09/1980;0;null;1,06;2,48;2,46;1,16
12/09/1980;0;3,866667;1,09;2,41;2,46;1,19
13/09/1980;0;null;1,08;2,31;2,55;1,19
14/09/1980;0;null;1,03;2,44;2,45;1,14
15/09/1980;5;null;1,04;2,97;1,79;1,15
16/09/1980;0;null;0,97;2,73;2,03;1,1
17/09/1980;0;null;1,06;2,38;2,33;1,17
18/09/1980;0;null;1,09;2,32;2,37;1,2
19/09/1980;0;null;1,01;2,41;2,23;1,12
20/09/1980;0;null;1,02;2,37;2,25;1,13
21/09/1980;0;null;1,02;2,56;2,03;1,13
22/09/1980;0;null;1,02;2,51;2,05;1,13
23/09/1980;0;null;1,04;2,33;2,16;1,14
24/09/1980;0;null;0,94;2,29;2,18;1,04
25/09/1980;0;4,666667;0,95;2,24;2,13;1,05
26/09/1980;0;null;0,99;1,9;2,39;1,07
27/09/1980;0;null;0,95;1,85;2,36;1,05
28/09/1980;0,2;null;1,16;1,97;2,21;1,22
29/09/1980;11,8;null;0,92;2,06;2,24;1,02
30/09/1980;0;null;0,8;1,87;2,37;0,89
01/10/1980;0;null;0,77;2,04;2,26;0,87
02/10/1980;0;null;0,76;2,07;2,19;0,87
03/10/1980;59,2;null;0,83;2,29;1,91;0,93
04/10/1980;84,8;null;1,04;2,42;2,04;1,15
05/10/1980;4,2;null;1,17;2,63;2;1,28
06/10/1980;0;4,833333;1,38;2,59;2,26;1,57
07/10/1980;0;null;1,52;2,35;2,52;1,65
08/10/1980;0;null;1,44;2,44;2,53;1,55
09/10/1980;13,2;null;1,25;2,64;2,51;1,37
10/10/1980;0;7;1,22;2,63;2,55;1,35
11/10/1980;1,5;8;1,28;2,59;2,59;1,4
12/10/1980;0;7;1,19;2,63;2,59;1,33
13/10/1980;0;7,333333;1,16;2,55;2,67;1,28
14/10/1980;0;null;1,15;2,5;2,69;1,27
15/10/1980;0;5,166667;1,1;2,53;2,69;1,21
16/10/1980;0;4,9;1,05;2,57;2,63;1,17
17/10/1980;0;3,133333;0,97;2,61;2,54;1,1
18/10/1980;0;null;0,94;2,67;2,46;1,07
19/10/1980;0;null;0,92;2,58;2,54;1,07
20/10/1980;0,6;null;0,89;2,59;2,53;1,02
21/10/1980;0;1,033333;0,92;2,57;2,52;1,05
22/10/1980;0,2;null;0,95;3;1,96;1,08
23/10/1980;0;null;1,06;2,63;2,36;1,17
24/10/1980;2;3,566667;1,04;2,53;2,43;1,17
25/10/1980;0;null;1,01;2,48;2,45;1,12
26/10/1980;1,2;null;0,97;2,46;2,41;1,09
27/10/1980;5;null;0,97;2,46;2,39;1,1
28/10/1980;0;null;0,98;2,48;2,34;1,12
29/10/1980;0;3,333333;1,02;2,34;2,47;1,14
30/10/1980;5,2;null;0,95;2,68;2,12;1,08
31/10/1980;0;2,9;1;2,55;2,21;1,11
01/11/1980;0;null;1,01;2,39;2,36;1,11
02/11/1980;0;6,666667;1,05;2,23;2,42;1,16
03/11/1980;0;3,266667;1,01;2,28;2,38;1,14
04/11/1980;0;4,733333;0,94;2,28;2,3;1,05
05/11/1980;0;null;1,01;2,32;2,3;1,11
06/11/1980;12;null;0,94;2,34;2,21;1,04
07/11/1980;21,2;null;0,97;2,3;2,25;1,06
08/11/1980;0;null;0,92;2,46;2,08;1,03
09/11/1980;9,8;null;0,96;2,36;2,08;1,07
10/11/1980;11,6;null;0,89;2,37;2,1;1
11/11/1980;0;null;0,93;2,33;2,1;1,04
12/11/1980;0,2;null;0,96;2,24;2,18;1,06
13/11/1980;0;7,666667;1,04;2,13;2,2;1,11
14/11/1980;0;null;1,06;1,92;2,41;1,16
15/11/1980;0;4,033333;0,97;2,05;2,21;1,05
16/11/1980;0;null;0,94;2,37;1,83;1,03
17/11/1980;0;6,833333;1;2,04;2,13;1,08
18/11/1980;0;null;1,1;1,47;2,51;1,14
19/11/1980;6,8;5,133333;1,06;1,78;2,41;1,12
20/11/1980;0;null;0,76;2,13;1,96;0,86
21/11/1980;0;6,166667;0,96;1,99;2,07;1,03
22/11/1980;3,2;null;0,87;1,93;2,01;0,98
23/11/1980;14;null;0,75;2,45;1,66;0,86
24/11/1980;0;null;0,89;2,01;2,03;0,98
25/11/1980;0;null;0,96;2,11;1,84;1,06
26/11/1980;0;3,166667;0,96;1,91;2,04;1,03
27/11/1980;0;6,5;0,88;1,9;1,96;0,96
28/11/1980;0;null;1,01;1,59;2,17;1,09
29/11/1980;2,6;3,966667;0,92;1,7;2,14;1,02
30/11/1980;1,6;null;0,78;1,86;1,89;0,87
01/12/1980;23,2;6,666667;0,76;1,78;1,98;0,89
02/12/1980;0;4,266667;0,87;1,74;1,99;0,95
03/12/1980;7,9;4,133333;0,85;1,92;1,85;0,95
04/12/1980;11,2;2,6;0,91;1,99;1,78;1
05/12/1980;0,2;2,133333;0,83;1,95;1,81;0,93
06/12/1980;0;1,633333;0,85;1,88;1,82;0,95
07/12/1980;0;3,066667;0,95;1,95;1,74;1,01
08/12/1980;0;3,233333;0,93;1,82;1,85;1,01
09/12/1980;0;2,666667;0,93;1,84;1,79;1,15
10/12/1980;0,6;1,466667;0,84;1,87;1,66;1,11
11/12/1980;0;1,466667;0,9;1,85;1,63;1,11
12/12/1980;54;3,366667;0,93;1,93;1,57;1,14
13/12/1980;0;4,233333;0,94;1,65;1,77;1
14/12/1980;16;4,433333;0,71;2,11;1,37;0,83
15/12/1980;0,4;4,433333;0,79;1,97;1,51;0,93
16/12/1980;10,4;2,9;0,91;2,02;1,45;1,05
17/12/1980;0;2,366667;0,88;1,68;1,65;1
18/12/1980;35,6;3,1;1,07;1,85;1,65;1,2
19/12/1980;66,4;2,466667;0,96;1,87;1,67;1,04
20/12/1980;0;2,9;1,15;1,95;1,68;1,23
21/12/1980;0;2,1;1,17;1,95;1,72;1,27
22/12/1980;0;2,833333;1,1;1,88;1,76;1,22
23/12/1980;0;5,333333;1,09;1,8;1,8;1,18
24/12/1980;0;3,7;1,06;1,83;1,73;1,11
25/12/1980;0;4,066667;0,92;1,79;1,78;0,99
26/12/1980;0;4,4;0,93;1,68;1,83;1,01
27/12/1980;5;3,866667;0,96;1,64;1,76;1,03
28/12/1980;2,8;3,066667;0,87;1,67;1,78;0,94
29/12/1980;0;3,133333;0,85;1,75;1,65;0,96
30/12/1980;3;5,233333;0,78;1,67;1,7;0,95
31/12/1980;0;2,7;0,86;1,49;1,78;0,97
01/01/1981;0;null;0,85;1,68;1,63;0,95
02/01/1981;0;6,666667;0,81;1,64;1,57;1,01
03/01/1981;0,4;6,466667;0,81;1,84;1,32;1,03
04/01/1981;0;null;0,63;1,68;1,56;0,98
05/01/1981;0;null;0,67;1,53;1,65;1
06/01/1981;0;6,166667;0,82;1,25;1,94;0,93
07/01/1981;1;5,733333;0,66;1,89;1,22;1,07
08/01/1981;0;null;0,7;1,58;1,52;0,96
09/01/1981;0;5,733333;0,59;1,52;1,51;0,93
10/01/1981;0;5,733333;0,69;1,48;1,51;0,96
11/01/1981;0;null;0,75;1,34;1,6;0,95
12/01/1981;14,8;null;0,6;1,53;1,49;0,97
13/01/1981;10,8;3,333333;0,59;1,57;1,31;1
14/01/1981;0;null;0,57;1,74;1,12;0,93
15/01/1981;0;5,333333;0,74;1,46;1,37;0,96
16/01/1981;0;6,5;0,64;1,22;1,51;0,79
17/01/1981;27,6;null;0,61;1,32;1,52;0,83
18/01/1981;1;null;0,54;1,22;1,32;0,85
19/01/1981;0;5,333333;0,67;1,29;1,44;0,86
20/01/1981;9,6;4,566667;0,58;1,61;1,18;0,89
21/01/1981;0;null;0,8;1,74;0,97;1,11
22/01/1981;0;null;0,73;1,35;1,36;0,92
23/01/1981;0;3,433333;0,83;1,22;1,46;0,95
24/01/1981;0;null;0,63;1,38;1,15;0,95
25/01/1981;0;null;0,69;1,07;1,37;0,89
26/01/1981;0;8;0,65;0,89;1,49;0,7
27/01/1981;0;4,3;0,61;1,05;1,51;0,84
28/01/1981;0;null;0,44;1,28;1,24;0,77
29/01/1981;20,2;null;0,6;1,45;1,02;0,89
30/01/1981;0;2,966667;0,6;1,27;1,03;0,83
31/01/1981;0;5,133333;0,52;1,06;1,27;0,82
01/02/1981;1;null;0,55;1,18;1,31;1,07
02/02/1981;32;null;0,47;1,35;1,07;1,03
03/02/1981;0;2,266667;0,52;1,27;1,17;0,92
04/02/1981;5,4;5,133333;0,68;1,61;0,74;1,02
05/02/1981;0;null;0,71;1,24;1,02;0,88
06/02/1981;0;8;0,67;0,93;1,2;0,84
07/02/1981;0,8;null;0,61;0,74;1,41;0,64
08/02/1981;0;null;0,48;1,03;1,29;0,96
09/02/1981;6;null;0,63;1,28;0,98;0,88
10/02/1981;0;null;0,47;1,17;1,09;0,97
11/02/1981;5;null;0,46;1,18;1,06;0,92
12/02/1981;0;null;0,6;1,13;1,13;0,9
13/02/1981;29,6;5,333333;0,6;1,29;1,04;0,66
14/02/1981;0;6,5;0,81;1,27;0,81;0,88
15/02/1981;11,4;4,566667;0,65;1,12;1,05;0,75
16/02/1981;14,8;null;0,69;1,21;0,96;0,74
17/02/1981;0;null;0,82;1,16;1,07;0,86
18/02/1981;0;null;0,76;1,24;1,05;0,93
19/02/1981;null;null;0,83;1,2;1;0,92
20/02/1981;0;5,333333;0,81;1,09;1,03;0,87
21/02/1981;0;5,333333;0,75;0,94;1,19;0,81
22/02/1981;0;7,166667;0,74;1,01;1,15;0,89
23/02/1981;0;4,666667;0,65;1,05;1,18;0,83
24/02/1981;0;5;0,67;1,05;1,17;0,83
25/02/1981;0;null;0,54;1,12;1,12;0,79
26/02/1981;0;3,266667;0,5;1,17;1,03;0,81
27/02/1981;38,2;null;0,57;1,13;1,08;0,7
28/02/1981;20,6;null;0,65;1,37;0,77;0,73
01/03/1981;0,2;null;0,71;1,13;1,05;0,76
02/03/1981;0;0,933333;0,62;1,02;1,18;0,66
03/03/1981;15;2,833333;0,8;1,45;0,74;0,86
04/03/1981;0,8;5,166667;0,76;1,07;1,03;0,82
05/03/1981;0;2,866667;0,72;1,05;1,03;0,79
06/03/1981;0;2,766667;0,72;1,18;0,87;0,97
07/03/1981;0;3,8;0,84;1,22;0,86;1,08
08/03/1981;0;1,433333;0,64;1,18;0,86;0,95
09/03/1981;0;1,1;0,58;1,08;0,95;0,84
10/03/1981;0;2,333333;0,58;1,04;0,97;0,85
11/03/1981;0;3,033333;0,58;1,11;0,88;0,84
12/03/1981;0;null;0,64;1,12;0,82;0,9
13/03/1981;0;2,2;0,58;1,05;0,91;0,87
14/03/1981;0;2,2;0,97;0,72;1,26;0,64
15/03/1981;10,2;2,4;0,62;1,13;0,79;0,81
16/03/1981;0;4;0,75;1,42;0,62;1,02
17/03/1981;0;2,6;0,71;1,08;0,82;0,91
18/03/1981;0;2,6;0,58;0,99;0,94;0,94
19/03/1981;0,4;1,566667;0,67;1,15;0,72;0,95
20/03/1981;0,2;3,166667;0,6;1,18;0,68;0,95
21/03/1981;0;2,666667;0,45;1,09;0,68;0,89
22/03/1981;0;2,4;0,6;0,96;0,83;0,93
23/03/1981;0;3,2;0,59;0,94;0,89;0,86
24/03/1981;0;4,433333;0,65;1,14;0,63;0,95
25/03/1981;0;2,066667;0,6;0,97;0,8;0,87
26/03/1981;0;1,5;0,45;0,94;0,84;0,83
27/03/1981;0;4,466667;0,52;0,93;0,79;0,91
28/03/1981;0;null;0,54;0,62;0,93;0,55
29/03/1981;0;3,166667;0,43;0,84;0,97;0,8
30/03/1981;1,4;1,5;0,47;0,99;0,76;0,99
31/03/1981;2,8;3,1;0,53;0,95;0,76;0,79
01/04/1981;0;null;0,41;0,92;0,79;0,74
02/04/1981;0;null;0,51;0,91;0,78;0,75
03/04/1981;2;null;0,46;0,86;0,84;0,78
04/04/1981;3,4;null;0,49;1,24;0,46;0,7
05/04/1981;0;null;0,45;0,91;0,72;0,59
06/04/1981;0;null;0,57;0,9;0,74;0,87
07/04/1981;0;null;0,44;0,74;0,84;0,7
08/04/1981;0;null;0,45;0,73;0,84;0,71
09/04/1981;0;null;0,48;0,47;1,01;0,41
10/04/1981;0;null;0,45;0,63;1;0,57
11/04/1981;2,8;3,333333;0,46;0,78;0,86;0,76
12/04/1981;0;null;0,43;1,01;0,67;0,86
13/04/1981;0,8;null;0,53;0,98;0,62;0,82
14/04/1981;0;3,6;0,53;0,91;0,69;0,82
15/04/1981;2,7;3,166667;0,54;0,93;0,67;0,99
16/04/1981;0;null;0,41;0,89;0,72;0,9
17/04/1981;0;null;0,3;0,84;0,76;0,86
18/04/1981;0;null;0,36;0,81;0,78;0,77
19/04/1981;0;null;0,39;0,79;0,97;0,82
20/04/1981;0;null;0,41;0,96;0,64;0,78
21/04/1981;0;null;0,41;0,9;0,71;0,9
22/04/1981;2;2,833333;0,24;0,85;0,73;0,85
23/04/1981;14,8;4,366667;0,26;1,03;0,66;1,01
24/04/1981;0;null;0,44;1,04;0,57;1,07
25/04/1981;8,5;null;0,71;0,73;0,81;0,74
26/04/1981;14,4;null;0,16;1,02;0,69;1
27/04/1981;0;null;0,47;1,04;0,62;1,06
28/04/1981;0;null;0,5;1,06;0,63;1,08
29/04/1981;41,6;null;0,52;1,2;0,52;0,84
30/04/1981;0;null;0,26;1,07;0,72;1,07
01/05/1981;0;null;0,49;0,99;0,77;1
02/05/1981;0;null;0,56;0,91;0,81;0,91
03/05/1981;0;null;0,44;0,93;0,84;0,91
04/05/1981;0;2,233333;0,47;0,91;0,8;0,88
05/05/1981;0;null;0,37;0,94;0,86;0,86
06/05/1981;18;null;0,46;0,96;0,78;0,92
07/05/1981;0;null;0,53;0,89;0,91;0,88
08/05/1981;0;null;0,39;0,9;0,9;0,95
09/05/1981;0;null;0,45;1,07;0,79;1,04
10/05/1981;0;null;0,43;1;0,87;1
11/05/1981;4,4;null;0,5;1,04;0,89;0,95
12/05/1981;0,8;null;0,5;0,98;0,93;0,89
13/05/1981;0;null;0,48;1,02;0,99;0,99
14/05/1981;24,2;null;0,59;1,4;0,76;0,91
15/05/1981;8,6;null;0,51;1,27;0,89;0,75
16/05/1981;2,2;null;0,43;0,97;1,07;0,88
17/05/1981;0;3,766667;0,46;1,08;1,05;0,9
18/05/1981;0;null;0,5;1,14;1,12;0,98
19/05/1981;0;null;0,4;1,12;1,11;0,8
20/05/1981;15,2;null;0,56;1,42;0,86;0,91
21/05/1981;0;2,566667;0,59;1,07;1,25;0,81
22/05/1981;0;null;0,5;1,15;1,28;0,74
23/05/1981;0;null;0,51;1,19;1,29;0,57
24/05/1981;0;null;0,51;1,21;1,29;0,59
25/05/1981;20,6;null;0,67;1,56;1,02;0,77
26/05/1981;7;null;0,77;1,47;1,14;0,85
27/05/1981;0;null;0,7;1,39;1,23;0,77
28/05/1981;0;null;0,57;1,32;1,35;0,65
29/05/1981;0;null;0,5;1,35;1,35;0,59
30/05/1981;0;null;0,59;1,41;1,33;0,67
31/05/1981;0;null;0,56;1,34;1,39;0,62
01/06/1981;0;null;0,55;1,37;1,33;0,63
02/06/1981;29,4;3,133333;0,79;1,57;1,37;0,89
03/06/1981;18,8;3,8;0,62;1,67;1,25;0,72
04/06/1981;0;null;0,72;1,65;1,32;0,83
05/06/1981;0;null;0,8;1,65;1,4;0,91
06/06/1981;0;null;0,87;1,69;1,42;0,97
07/06/1981;16;4,133333;0,9;1,85;1,28;0,99
08/06/1981;2,5;3,7;0,67;1,68;1,48;0,78
09/06/1981;0;null;0,75;1,58;1,59;0,84
10/06/1981;0;null;0,71;1,63;1,51;0,83
11/06/1981;0,2;null;0,77;1,69;1,46;0,87
12/06/1981;0;null;0,79;1,61;1,51;0,87
13/06/1981;0;null;0,73;1,62;1,54;0,81
14/06/1981;0,4;null;0,72;1,68;1,41;0,82
15/06/1981;0;null;0,76;1,5;1,59;0,83
16/06/1981;0,2;5,566667;0,66;1,63;1,51;0,77
17/06/1981;0;null;0,6;2,05;0,93;0,75
18/06/1981;0;null;0,68;1,85;1,17;0,79
19/06/1981;0;null;0,76;1,7;1,35;0,85
20/06/1981;0;null;0,74;1,55;1,39;0,81
21/06/1981;0;null;0,77;1,49;1,41;0,84
22/06/1981;0,4;null;0,84;1,34;1,48;0,89
23/06/1981;17,2;null;0,8;1,47;1,49;0,86
24/06/1981;2,2;2,133333;0,7;1,42;1,56;0,76
25/06/1981;0;null;0,73;1,45;1,5;0,79
26/06/1981;11;null;0,78;1,53;1,38;0,85
27/06/1981;0;null;0,83;1,5;1,48;0,89
28/06/1981;10,6;null;0,79;1,61;1,48;0,87
29/06/1981;0;null;0,84;1,63;1,53;0,91
30/06/1981;3,6;null;0,88;1,65;1,57;0,94
01/07/1981;3,2;2,433333;0,95;1,68;1,54;1,01
02/07/1981;0;1,8;0,87;1,81;1,47;0,97
03/07/1981;0;null;0,87;1,73;1,57;0,96
04/07/1981;0;null;0,83;1,68;1,59;0,92
05/07/1981;0;2,9;0,81;1,62;1,62;0,9
06/07/1981;0;null;0,78;1,52;1,68;0,85
07/07/1981;0;2,133333;0,74;1,58;1,64;0,81
08/07/1981;0;3,466667;0,77;1,54;1,7;0,84
09/07/1981;0;3,3;0,73;1,48;1,75;0,79
10/07/1981;0;2,266667;0,65;1,57;1,62;0,74
11/07/1981;0,4;1,566667;0,66;1,64;1,55;0,76
12/07/1981;45,4;null;0,66;1,63;1,58;0,76
13/07/1981;34;4,2;0,79;1,55;1,62;0,86
14/07/1981;8,8;null;0,75;1,58;1,64;0,83
15/07/1981;0,4;null;0,82;1,69;1,46;0,9
16/07/1981;12;null;0,99;1,92;1,33;1,08
17/07/1981;42,2;null;0,99;2,51;1,06;1,11
18/07/1981;10,8;null;0,88;2,02;1,57;1,01
19/07/1981;3,4;null;1,1;2,12;1,68;1,21
20/07/1981;4,4;3,033333;1,12;2,11;1,77;1,24
21/07/1981;0;2,733333;1;2,16;1,89;1,13
22/07/1981;0;1,966667;1,02;2,18;1,93;1,15
23/07/1981;0;null;1,06;2,43;1,8;1,19
24/07/1981;3,5;null;1,09;2,22;2,03;1,22
25/07/1981;0;1,4;1,06;2,18;2,13;1,17
26/07/1981;0;2,166667;1,05;2,16;2,17;1,15
27/07/1981;0;2;1,01;2,18;2,15;1,11
28/07/1981;0;2,4;1;2,18;2,15;1,1
29/07/1981;0;null;1,03;2,1;2,2;1,12
30/07/1981;2,8;1,8;0,91;2,18;2,13;1,03
31/07/1981;0,6;null;0,9;2,13;2,25;1,01
01/08/1981;0,8;null;0,9;2,15;2,2;1
02/08/1981;0;2,566667;0,9;2,09;2,29;0,99
03/08/1981;0;null;0,88;2,16;2,2;1
04/08/1981;0;1,4;0,89;2,16;2,19;0,99
05/08/1981;0;null;0,87;2,17;2,19;0,97
06/08/1981;0;null;0,89;2,22;2,12;1
07/08/1981;1,6;null;0,88;2,19;2,23;0,99
08/08/1981;1,4;null;0,85;2,5;1,93;0,96
09/08/1981;0;1,566667;0,92;2,27;2,14;1,02
10/08/1981;0;null;0,82;2,23;2,22;0,93
11/08/1981;0;1,733333;0,8;2,21;2,26;0,91
12/08/1981;0;1,533333;0,84;2,3;2,19;0,94
13/08/1981;0;3,633333;0,75;2,36;2,24;0,89
14/08/1981;0;2;0,83;2,32;2,28;0,95
15/08/1981;0;2,133333;0,94;2,35;2,28;1,04
16/08/1981;0;null;0,88;2,3;2,3;0,99
17/08/1981;0;null;0,81;2,38;2,28;0,95
18/08/1981;0;2,866667;0,82;2,4;2,25;0,95
19/08/1981;0;2,933333;0,87;2,4;2,22;0,98
20/08/1981;0;null;0,88;2,28;2,33;0,99
21/08/1981;0;null;0,9;2,23;2,32;1
22/08/1981;0;3,2;0,87;2,22;2,35;0,97
23/08/1981;0;3,333333;0,82;2,25;2,31;0,92
24/08/1981;0;1,533333;0,83;2,32;2,18;0,93
25/08/1981;0;2,233333;0,82;2,25;2,2;0,93
26/08/1981;8;null;0,88;2,41;2,07;0,99
27/08/1981;12,4;null;0,96;2,3;2,17;1,05
28/08/1981;0;6,633333;0,88;2,2;2,24;0,99
29/08/1981;0;4,966667;0,85;2,16;2,24;0,96
30/08/1981;0;null;0,94;2,46;1,86;1,04
31/08/1981;0;5,666667;0,94;2,21;2,15;1,04
01/09/1981;0,8;5,333333;0,93;2,21;2,1;1,03
02/09/1981;22,6;4,566667;1;2,2;2,1;1,1
03/09/1981;15,8;null;0,94;2,21;2,06;1,05
04/09/1981;25;3,6;0,87;2,57;1,81;1,03
05/09/1981;0;1,733333;0,91;2,23;2,15;1,02
06/09/1981;0;2,066667;0,94;2,22;2,17;1,05
07/09/1981;0;3,2;0,96;2,12;2,32;1,06
08/09/1981;0;2,4;0,9;2,16;2,27;1
09/09/1981;0;null;0,92;2,31;2;1,02
10/09/1981;10;null;0,9;2,26;2,1;1,01
11/09/1981;2;null;0,94;2,1;2,26;1,04
12/09/1981;26,6;null;1,11;2,47;1,95;1,2
13/09/1981;38;8;1,29;2,4;2,13;1,38
14/09/1981;17,2;null;1,25;2,37;2,43;1,35
15/09/1981;4,2;2,6;1,1;3,23;1,6;1,27
16/09/1981;5;2,266667;1,36;2,72;2,62;1,52
17/09/1981;0;2,766667;1,44;2,72;2,76;1,59
18/09/1981;0;null;1,42;2,83;2,72;1,55
19/09/1981;27,2;3,266667;1,44;2,87;2,74;1,55
20/09/1981;30,6;2,733333;1,49;2,98;2,75;1,62
21/09/1981;0;4,233333;1,46;3,05;2,71;1,6
22/09/1981;0;null;1,51;2,94;2,89;1,65
23/09/1981;1,8;null;1,59;2,87;2,92;1,71
24/09/1981;4,6;null;1,52;2,91;2,9;1,65
25/09/1981;1,4;null;1,49;2,85;2,98;1,64
26/09/1981;1,4;null;1,41;2,88;2,97;1,53
27/09/1981;0,2;null;1,4;2,9;2,93;1,5
28/09/1981;0;4,766667;1,4;2,99;2,81;1,51
29/09/1981;6;7,666667;1,32;3,35;2,42;1,45
30/09/1981;1;3,1;1,36;3,02;2,72;1,51
01/10/1981;0;3,633333;1,41;2,86;2,88;1,52
02/10/1981;0;6,166667;1,45;2,77;3,09;1,55
03/10/1981;0;4,566667;1,38;2,89;2,68;1,48
04/10/1981;0;6,5;1,43;3,05;2,54;1,54
05/10/1981;14,2;null;1,41;2,88;2,69;1,52
06/10/1981;11,4;3,466667;1,43;2,8;2,73;1,53
